Time   ID     DLC Data                    Comment
00.000 199      6 FF FD B8 7E FF BF       
00.000 19A      6 FF FD F3 7E FF 8F       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 71 09 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 4B 20 72    
00.000 1A1      5 AE C7 00 00 8A          
00.000 1C5      7 00 00 00 00 4B 20 72    
00.000 561      8 40 61 00 00 00 00 00 00 
00.000 302      7 FF F0 FF 7F F8 FF FF    
00.000 0D9      8 88 FB 00 10 00 E0 7F C0 
00.000 53F      8 00 00 00 00 00 00 00 3F 
00.000 199      6 FF F0 CE 7E FF BF       
00.000 19F      6 FF F0 FA 7F 4B A0       
00.000 19A      6 FF F0 F3 7E FF 8F       
00.000 257      8 40 07 FF FF FF FF FF FF 
00.000 0A5      8 CB 0B B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 4D 20 82    
00.000 1A1      5 C6 C8 00 00 8A          
00.000 0F3      8 DF 0E 00 C0 F0 C4 FF FF 
00.000 2C5      7 97 C9 00 20 06 20 0A    
00.000 302      7 FF F2 FF 7F F8 FF FF    
00.000 0D9      8 5B FD 00 10 00 E0 7F C0 
00.000 199      6 FF F2 B3 7E FF BF       
00.000 19A      6 FF F2 F3 7E FF 8F       
00.000 2C4      8 00 00 FF 64 64 64 01 F0 
00.000 19F      6 FF F2 0E 80 48 A0       
00.000 304      6 F4 FF 4C 2E FF FF       
00.000 0A5      8 18 0D B4 47 7B 00 00 71 
00.000 3FB      7 C3 22 01 10 01 11 FF    
00.000 414      7 64 FF FF 20 F0 FF FF    
00.000 12F      8 CF 2B 86 1C F1 05 30 02 
00.000 2BB      5 6F F8 00 00 F2          
00.000 28E      2 FF 7F                   
00.000 130      5 00 F0 FC FF FF          
00.000 1E4      8 5B F3 29 29 11 11 FF FF 
00.000 0D9      8 BD F0 00 10 00 E0 7F C0 
00.000 199      6 FF F4 D3 7E FF BF       
00.000 19A      6 FF F4 F3 7E FF 8F       
00.000 0A5      8 FE 00 B4 47 7B 00 00 71 
00.000 0F3      8 DE 00 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 51 20 A2    
00.000 1A1      5 E1 CA 00 00 8A          
00.000 0D9      8 E0 F1 00 10 00 E0 7F C0 
00.000 257      8 1C 08 FF FF FF FF FF FF 
00.000 1AE      2 FB FF                   
00.000 302      7 FF F6 FF 7F F8 FF FF    
00.000 0D9      8 07 F2 00 10 00 E0 7F C0 
00.000 199      6 FF F6 AF 7E FF BF       
00.000 19A      6 FF F6 F3 7E FF 8F       
00.000 19F      6 FF F6 01 80 43 A0       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 B0 FE 
00.000 0A5      8 44 02 B4 47 7B 00 00 71 
00.000 173      8 E4 FE 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 53 20 B2    
00.000 1E6      8 3D 0B F1 11 29 11 11 F1 
00.000 1E0      8 58 0B F1 11 29 11 11 F1 
00.000 302      7 FF F8 FF 7F F8 FF FF    
00.000 3FB      7 C3 20 01 10 01 10 FF    
00.000 0D9      8 D4 F4 00 10 00 E0 7F C0 
00.000 2EB      8 EB F9 12 11 11 51 F1 FF 
00.000 199      6 FF F8 BC 7E FF BF       
00.000 1E1      6 FB F1 04 FF FF FF       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 97 04 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 55 20 C2    
00.000 0D9      8 89 F5 00 10 00 E0 7F C0 
00.000 5F8      8 F6 04 F0 FF FF FF FF FF 
00.000 435      4 FF F0 FF C0             
00.000 302      7 FF FA FF 7F F8 FF FF    
00.000 0D9      8 6E F6 00 10 00 E0 7F C0 
00.000 314      3 11 02 FF                
00.000 199      6 FF FA BE 7E FF BF       
00.000 246      6 3F F3 00 FC FF FF       
00.000 5F8      8 13 FF C1 78 FF FF FF FF 
00.000 257      8 41 09 FF FF FF FF FF FF 
00.000 0A5      8 2D 06 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 57 20 D2    
00.000 0D9      8 33 F7 00 10 00 E0 7F C0 
00.000 2C5      7 5D CA 00 20 06 20 0A    
00.000 302      7 FF FC FF 7F F8 FF FF    
00.000 300      8 30 32 59 96 65 59 96 65 
00.000 0D9      8 6F F8 00 10 00 E0 7F C0 
00.000 21A      3 00 00 F7                
00.000 199      6 FF FC BB 7E FF BF       
00.000 2C4      8 00 00 FF 64 64 64 01 F0 
00.000 0A5      8 2C 08 B4 47 7B 00 00 71 
00.000 3FB      7 C3 1E 01 10 01 0F FF    
00.000 1C4      7 00 00 00 00 59 20 E2    
00.000 1A1      5 AF CE 00 00 8A          
00.000 12F      8 41 2C 86 1C F1 05 30 02 
00.000 2BB      5 F2 F9 00 00 F2          
00.000 28E      2 00 80                   
00.000 349      5 58 11 9A 10 00          
00.000 130      5 00 F0 FC FF FF          
00.000 1E4      8 D5 F4 29 29 11 11 FF FF 
00.000 0D9      8 D5 FA 00 10 00 E0 7F C0 
00.000 1BA      8 FF FF FC FF FF FF FF FF 
00.000 438      4 00 F8 00 30             
00.000 0A5      8 96 0A B4 47 7B 00 00 71 
00.000 0F3      8 EA 05 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 5B 20 02    
00.000 1A1      5 5A C0 00 00 8A          
00.000 544      8 00 00 00 00 00 00 00 44 
00.000 543      8 00 00 00 00 00 00 00 43 
00.000 257      8 A6 0A FF FF FF FF FF FF 
00.000 1AE      2 FB FF                   
00.000 3FB      7 C3 1D 01 10 01 0E FF    
00.000 199      6 FF F1 BF 7E FF BF       
00.000 19A      6 FF F1 F3 7E FF 8F       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 40 F0 
00.000 0A5      8 45 0C B4 47 7B 00 00 71 
00.000 173      8 6A F9 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 5D 20 12    
00.000 0F3      8 50 07 00 C0 F0 C4 FF FF 
00.000 1E0      8 D6 0C F1 11 29 11 11 F1 
00.000 302      7 FF F3 FF 7F F8 FF FF    
00.000 3FB      7 C3 1C 01 10 01 0E FF    
00.000 0D9      8 BC FE 00 10 00 E0 7F C0 
00.000 199      6 FF F3 B8 7E FF BF       
00.000 19A      6 FF F3 F3 7E FF 8F       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 FF 0E B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 5F 20 22    
00.000 397      3 C0 E4 00                
00.000 1C5      7 00 00 00 00 5F 20 22    
00.000 302      7 FF F5 FF 7F F8 FF FF    
00.000 0D9      8 E0 F1 00 10 00 E0 7F C0 
00.000 199      6 FF F5 B6 7E FF BF       
00.000 19A      6 FF F5 F3 7E FF 8F       
00.000 19F      6 FF F5 02 80 32 A0       
00.000 257      8 FB 0B FF FF FF FF FF FF 
00.000 0A5      8 A3 01 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 61 20 32    
00.000 1A1      5 E0 C3 00 00 8A          
00.000 1C5      7 00 00 00 00 61 20 32    
00.000 0D9      8 07 F2 00 10 00 E0 7F C0 
00.000 0F3      8 51 09 00 C0 F0 C4 FF FF 
00.000 1A0      8 00 80 FD AF FF 00 F0 FF 
00.000 2C5      7 1B CB 00 20 06 20 0A    
00.000 302      7 FF F7 FF 7F F8 FF FF    
00.000 5E1      8 01 03 B6 FF FF FF FF FF 
00.000 0D9      8 5A F3 00 10 00 E0 7F C0 
00.000 3B6      3 54 FE E0                
00.000 19F      6 FF F7 F7 7F 30 A0       
00.000 304      6 F5 FF 43 2E FF FF       
00.000 3C5      6 0C 03 00 ED F0 FF       
00.000 3FB      7 C3 1D 01 10 01 0E FF    
00.000 0A5      8 19 03 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 63 20 42    
00.000 12F      8 1C 2D 86 1C F1 05 30 02 
00.000 2BB      5 48 FA 00 00 F2          
00.000 28E      2 00 80                   
00.000 375      8 7E 7E 7E 7F E2 FF FF FF 
00.000 1E4      8 88 F5 29 29 11 11 FF FF 
00.000 0D9      8 89 F5 00 10 00 E0 7F C0 
00.000 199      6 FF F9 A6 7E FF BF       
00.000 422      4 24 12 82 15             
00.000 0A5      8 CA 05 B4 47 7B 00 00 71 
00.000 0F3      8 B6 0A 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 65 20 52    
00.000 1A1      5 89 C5 00 00 8A          
00.000 257      8 75 0C FF FF FF FF FF FF 
00.000 435      4 FF F0 FF C0             
00.000 1AE      2 FB FF                   
00.000 302      7 FF FB FF 7F F8 FF FF    
00.000 56D      8 00 00 00 00 00 00 00 6D 
00.000 0D9      8 33 F7 00 10 00 E0 7F C0 
00.000 314      3 11 02 FF                
00.000 199      6 FF FB B7 7E FF BF       
00.000 1A6      8 00 00 00 00 00 00 D0 F1 
00.000 0A5      8 70 07 B4 47 7B 00 00 71 
00.000 173      8 8C F4 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 67 20 62    
00.000 1A1      5 33 C6 00 00 8A          
00.000 1E0      8 8B 0D F1 11 29 11 11 F1 
00.000 3A7      7 FF FF 00 00 13 11 30    
00.000 302      7 FF FD FF 7F F8 FF FF    
00.000 3E6      2 FF 00                   
00.000 3FB      7 C3 1F 01 10 01 0F FF    
00.000 21A      3 00 00 F7                
00.000 199      6 FF FD C0 7E FF BF       
00.000 563      8 40 63 00 00 00 00 00 00 
00.000 1E1      6 45 F2 04 FF FF FF       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 71 09 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 69 20 72    
00.000 0D9      8 D5 FA 00 10 00 E0 7F C0 
00.000 302      7 FF F0 FF 7F F8 FF FF    
00.000 0D9      8 88 FB 00 10 00 E0 7F C0 
00.000 199      6 FF F0 C0 7E FF BF       
00.000 19A      6 FF F0 F3 7E FF 8F       
00.000 19F      6 FF F0 FA 7F 00 20       
00.000 257      8 28 0D FF FF FF FF FF FF 
00.000 200      8 00 00 3C 00 00 00 00 FF 
00.000 0A5      8 CB 0B B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 6B 20 82    
00.000 1A1      5 C6 C8 00 00 8A          
00.000 1C5      7 00 00 00 00 6B 20 82    
00.000 2F3      8 FF 7F FB 7F B9 7E F3 7E 
00.000 578      8 00 00 00 00 00 00 00 78 
00.000 302      7 FF F2 FF 7F F8 FF FF    
00.000 2C5      7 D4 CC 00 20 06 20 0A    
00.000 0D9      8 5B FD 00 10 00 E0 7F C0 
00.000 19A      6 FF F2 F3 7E FF 8F       
00.000 199      6 FF F2 AD 7E FF BF       
00.000 0A5      8 18 0D B4 47 7B 00 00 71 
00.000 3FB      7 C3 20 01 10 01 10 FF    
00.000 1C4      7 00 00 00 00 6D 20 92    
00.000 1A1      5 5B C9 00 00 8A          
00.000 0D9      8 BC FE 00 10 00 E0 7F C0 
00.000 12F      8 FB 2E 86 1C F1 05 30 02 
00.000 2E5      8 9D F1 11 11 11 11 11 11 
00.000 28E      2 FF 7F                   
00.000 2BB      5 D5 FB 00 00 F2          
00.000 0D9      8 BD F0 00 10 00 E0 7F C0 
00.000 199      6 FF F4 BD 7E FF BF       
00.000 19A      6 FF F4 F3 7E FF 8F       
00.000 0A5      8 FE 00 B4 47 7B 00 00 71 
00.000 0F3      8 DE 00 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 6F 20 A2    
00.000 1C5      7 00 00 00 00 6F 20 A2    
00.000 1A1      5 E1 CA 00 00 8A          
00.000 572      8 00 00 00 00 00 00 00 72 
00.000 257      8 CF 0E FF FF FF FF FF FF 
00.000 302      7 FF F6 FF 7F F8 FF FF    
00.000 1AE      2 FB FF                   
00.000 0D9      8 07 F2 00 10 00 E0 7F C0 
00.000 199      6 FF F6 B3 7E FF BF       
00.000 19A      6 FF F6 F3 7E FF 8F       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 60 F3 
00.000 0A5      8 44 02 B4 47 7B 00 00 71 
00.000 173      8 E4 FE 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 71 20 B2    
00.000 0F3      8 64 02 00 C0 F0 C4 FF FF 
00.000 1E0      8 6C 0E F1 11 29 11 11 F1 
00.000 302      7 FF F8 FF 7F F8 FF FF    
00.000 3FB      7 C3 22 01 10 01 11 FF    
00.000 0D9      8 D4 F4 00 10 00 E0 7F C0 
00.000 199      6 FF F8 C1 7E FF BF       
00.000 19A      6 FF F8 F3 7E FF 8F       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 97 04 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 73 20 C2    
00.000 1A1      5 88 CC 00 00 8A          
00.000 1C5      7 00 00 00 00 73 20 C2    
00.000 302      7 FF FA FF 7F F8 FF FF    
00.000 0D9      8 6E F6 00 10 00 E0 7F C0 
00.000 199      6 FF FA BC 7E FF BF       
00.000 19A      6 FF FA F3 7E FF 8F       
00.000 19F      6 FF FA F2 7F 00 20       
00.000 2F4      2 00 00                   
00.000 257      8 CE 00 FF FF FF FF FF FF 
00.000 0A5      8 2D 06 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 75 20 D2    
00.000 1A1      5 15 CD 00 00 8A          
00.000 1C5      7 00 00 00 00 75 20 D2    
00.000 0D9      8 33 F7 00 10 00 E0 7F C0 
00.000 1A0      8 00 80 FD AF FF 00 F0 FF 
00.000 435      4 FF F0 FF C0             
00.000 302      7 FF FC FF 7F F8 FF FF    
00.000 2C5      7 92 CD 00 20 06 20 0A    
00.000 0D9      8 6F F8 00 10 00 E0 7F C0 
00.000 314      3 11 02 FF                
00.000 199      6 FF FC C8 7E FF BF       
00.000 2C4      8 00 00 FF 64 64 64 01 F0 
00.000 304      6 F6 FF 37 2E FF FF       
00.000 0A5      8 2C 08 B4 47 7B 00 00 71 
00.000 30F      2 0F F0                   
00.000 1C4      7 00 00 00 00 77 20 E2    
00.000 0F3      8 EA 05 00 C0 F0 C4 FF FF 
00.000 5E3      8 01 03 80 00 00 00 00 00 
00.000 380      7 56 35 37 34 39 37 31    
00.000 12F      8 FA 20 86 1C F1 05 30 02 
00.000 130      5 00 F0 FC FF FF          
00.000 30F      2 0F F0                   
00.000 199      6 FF FE B1 7E FF BF       
00.000 19F      6 FF FE F6 7F 00 20       
00.000 0A5      8 96 0A B4 47 7B 00 00 71 
00.000 0F3      8 EA 05 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 79 20 02    
00.000 1A1      5 5A C0 00 00 8A          
00.000 1C5      7 00 00 00 00 79 20 02    
00.000 257      8 93 01 FF FF FF FF FF FF 
00.000 1AE      2 FB FF                   
00.000 302      7 FF F1 FF 7F F8 FF FF    
00.000 0D9      8 06 FC 00 10 00 E0 7F C0 
00.000 199      6 FF F1 B9 7E FF BF       
00.000 19A      6 FF F1 F3 7E FF 8F       
00.000 19F      6 FF F1 FE 7F 00 20       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 F0 F4 
00.000 0A5      8 45 0C B4 47 7B 00 00 71 
00.000 173      8 6A F9 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 7B 20 12    
00.000 1A1      5 C7 C1 00 00 8A          
00.000 1E0      8 6D 00 F1 11 29 11 11 F1 
00.000 302      7 FF F3 FF 7F F8 FF FF    
00.000 3FB      7 C3 25 01 10 01 12 FF    
00.000 0D9      8 BC FE 00 10 00 E0 7F C0 
00.000 2EB      8 51 FB 12 11 11 51 F1 FF 
00.000 199      6 FF F3 B8 7E FF BF       
00.000 1E1      6 2F F3 04 FF FF FF       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 FF 0E B4 47 7B 00 00 71 
00.000 1B6      7 51 81 00 04 77 C1 F0    
00.000 1C4      7 00 00 00 00 7D 20 22    
00.000 302      7 FF F5 FF 7F F8 FF FF    
00.000 0D9      8 E0 F1 00 10 00 E0 7F C0 
00.000 199      6 FF F5 C1 7E FF BF       
00.000 19A      6 FF F5 F3 7E FF 8F       
00.000 19F      6 FF F5 FD 7F 00 20       
00.000 257      8 74 02 FF FF FF FF FF FF 
00.000 0A5      8 A3 01 B4 47 7B 00 00 71 
00.000 30F      2 0F F0                   
00.000 436      2 E0 FF                   
00.000 1C4      7 00 00 00 00 7F 20 32    
00.000 1A1      5 E0 C3 00 00 8A          
00.000 1C5      7 00 00 00 00 7F 20 32    
00.000 0D9      8 07 F2 00 10 00 E0 7F C0 
00.000 1A0      8 00 80 FC 9F FF 00 F0 FF 
00.000 302      7 FF F7 FF 7F F8 FF FF    
00.000 2C5      7 58 CE 00 20 06 20 0A    
00.000 30F      2 0F F0                   
00.000 0D9      8 5A F3 00 10 00 E0 7F C0 
00.000 199      6 FF F7 B0 7E FF BF       
00.000 19A      6 FF F7 F3 7E FF 8F       
00.000 2C4      8 00 00 FF 64 64 64 01 F0 
00.000 0A5      8 19 03 B4 47 7B 00 00 71 
00.000 2F7      6 0E 58 49 0A 12 F1       
00.000 3FB      7 C3 26 01 10 01 13 FF    
00.000 1C4      7 00 00 00 00 81 20 42    
00.000 1BA      8 FF FF FC FF FF FF FF FF 
00.000 349      5 58 11 9A 10 00          
00.000 2E5      8 7A F2 11 11 11 11 11 11 
00.000 12F      8 A7 21 86 1C F1 05 30 02 
00.000 28E      2 FF 7F                   
00.000 0D9      8 89 F5 00 10 00 E0 7F C0 
00.000 199      6 FF F9 BC 7E FF BF       
00.000 5E3      8 26 88 F5 FF FF FF FF FF 
00.000 5E3      8 26 88 F5 FF FF FF FF FF 
00.000 0A5      8 CA 05 B4 47 7B 00 00 71 
00.000 0F3      8 B6 0A 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 83 20 52    
00.000 257      8 29 03 FF FF FF FF FF FF 
00.000 1AE      2 FB FF                   
00.000 302      7 FF FB FF 7F F8 FF FF    
00.000 0D9      8 33 F7 00 10 00 E0 7F C0 
00.000 199      6 FF FB C1 7E FF BF       
00.000 19A      6 FF FB F3 7E FF 8F       
00.000 19F      6 FF FB 04 80 00 20       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 80 F6 
00.000 0A5      8 70 07 B4 47 7B 00 00 71 
00.000 173      8 8C F4 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 85 20 62    
00.000 0F3      8 65 0C 00 C0 F0 C4 FF FF 
00.000 1E0      8 30 01 F1 11 29 11 11 F1 
00.000 302      7 FF FD FF 7F F8 FF FF    
00.000 3FB      7 C3 28 01 10 01 14 FF    
00.000 0D9      8 32 F9 00 10 00 E0 7F C0 
00.000 314      3 11 02 FF                
00.000 199      6 FF FD BC 7E FF BF       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 71 09 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 87 20 72    
00.000 1A1      5 AE C7 00 00 8A          
00.000 1C5      7 00 00 00 00 87 20 72    
00.000 302      7 FF F0 FF 7F F8 FF FF    
00.000 0D9      8 88 FB 00 10 00 E0 7F C0 
00.000 380      7 56 35 37 34 39 37 31    
00.000 199      6 FF F0 BB 7E FF BF       
00.000 19A      6 FF F0 F3 7E FF 8F       
00.000 19F      6 FF F0 00 80 00 20       
00.000 257      8 A7 04 FF FF FF FF FF FF 
00.000 0A5      8 CB 0B B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 89 20 82    
00.000 1A1      5 C6 C8 00 00 8A          
00.000 1C5      7 00 00 00 00 89 20 82    
00.000 0D9      8 06 FC 00 10 00 E0 7F C0 
00.000 1A0      8 00 80 FC BF FF 00 F0 FF 
00.000 302      7 FF F2 FF 7F F8 FF FF    
00.000 2C5      7 DB C0 00 20 06 20 0A    
00.000 0D9      8 5B FD 00 10 00 E0 7F C0 
00.000 199      6 FF F2 BB 7E FF BF       
00.000 19A      6 FF F2 F3 7E FF 8F       
00.000 19F      6 FF F2 FF 7F 00 20       
00.000 172      5 FF FF FF 0F FF          
00.000 304      6 F7 FF 34 2E FF FF       
00.000 0A5      8 18 0D B4 47 7B 00 00 71 
00.000 3FB      7 C3 29 01 10 01 14 FF    
00.000 1C4      7 00 00 00 00 8B 20 92    
00.000 12F      8 40 22 86 1C F1 05 30 02 
00.000 130      5 00 F0 FC FF FF          
00.000 163      8 FF FF 06 A5 FF FF FF FF 
00.000 1E4      8 33 F9 29 29 11 11 FF FF 
00.000 2BB      5 06 FE 00 00 F2          
00.000 0D9      8 BD F0 00 10 00 E0 7F C0 
00.000 19A      6 FF F4 F3 7E FF 8F       
00.000 0A5      8 FE 00 B4 47 7B 00 00 71 
00.000 0F3      8 DE 00 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 8D 20 A2    
00.000 1C5      7 00 00 00 00 8D 20 A2    
00.000 1A1      5 E1 CA 00 00 8A          
00.000 257      8 FA 05 FF FF FF FF FF FF 
00.000 1AE      2 FB FF                   
00.000 302      7 FF F6 FF 7F F8 FF FF    
00.000 0D9      8 07 F2 00 10 00 E0 7F C0 
00.000 199      6 FF F6 B7 7E FF BF       
00.000 19A      6 FF F6 F3 7E FF 8F       
00.000 19F      6 FF F6 FB 7F 00 20       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 10 F8 
00.000 0A5      8 44 02 B4 47 7B 00 00 71 
00.000 173      8 E4 FE 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 8F 20 B2    
00.000 0F3      8 64 02 00 C0 F0 C4 FF FF 
00.000 1E0      8 D7 02 F1 11 29 11 11 F1 
00.000 302      7 FF F8 FF 7F F8 FF FF    
00.000 5E3      8 01 02 67 FF FF FF FF FF 
00.000 3FB      7 C3 2B 01 10 01 15 FF    
00.000 0D9      8 D4 F4 00 10 00 E0 7F C0 
00.000 19A      6 FF F8 F3 7E FF 8F       
00.000 3BB      2 02 FF                   
00.000 1E1      6 24 F4 04 FF FF FF       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 1C4      7 00 00 00 00 91 20 C2    
00.000 1A1      5 88 CC 00 00 8A          
00.000 302      7 FF FA FF 7F F8 FF FF    
00.000 0D9      8 6E F6 00 10 00 E0 7F C0 
00.000 3BB      2 02 FF                   
00.000 199      6 FF FA C2 7E FF BF       
00.000 19A      6 FF FA F3 7E FF 8F       
00.000 19F      6 FF FA 04 80 00 20       
00.000 257      8 1D 06 FF FF FF FF FF FF 
00.000 0A5      8 2D 06 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 93 20 D2    
00.000 1A1      5 15 CD 00 00 8A          
00.000 0D9      8 33 F7 00 10 00 E0 7F C0 
00.000 1C5      7 00 00 00 00 93 20 D2    
00.000 1A0      8 00 80 FC 9F FF FF FF FF 
00.000 302      7 FF FC FF 7F F8 FF FF    
00.000 2C5      7 9D C1 00 20 06 20 0A    
00.000 0D9      8 6F F8 00 10 00 E0 7F C0 
00.000 199      6 FF FC BA 7E FF BF       
00.000 19A      6 FF FC F3 7E FF 8F       
00.000 19F      6 FF FC F0 7F 00 20       
00.000 2C4      8 00 00 FF 64 64 64 01 F0 
00.000 0A5      8 2C 08 B4 47 7B 00 00 71 
00.000 3FB      7 C3 2C 01 10 01 16 FF    
00.000 5E1      8 01 03 B7 FF FF FF FF FF 
00.000 1C4      7 00 00 00 00 95 20 E2    
00.000 0F3      8 EA 05 00 C0 F0 C4 FF FF 
00.000 349      5 58 11 9A 10 00          
00.000 2E5      8 27 F3 11 11 11 11 11 11 
00.000 130      5 00 F0 FC FF FF          
00.000 12F      8 1D 23 86 1C F1 05 30 02 
00.000 0D9      8 D5 FA 00 10 00 E0 7F C0 
00.000 199      6 FF FE B6 7E FF BF       
00.000 0A5      8 96 0A B4 47 7B 00 00 71 
00.000 0F3      8 EA 05 00 C0 F0 C4 FF FF 
00.000 1C4      7 00 00 00 00 97 20 02    
00.000 1A1      5 5A C0 00 00 8A          
00.000 1C5      7 00 00 00 00 97 20 02    
00.000 257      8 40 07 FF FF FF FF FF FF 
00.000 1AE      2 FB FF                   
00.000 302      7 FF F1 FF 7F F8 FF FF    
00.000 0D9      8 06 FC 00 10 00 E0 7F C0 
00.000 380      7 56 35 37 34 39 37 31    
00.000 199      6 FF F1 AC 7E FF BF       
00.000 19A      6 FF F1 A3 7E FF 3F       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 A0 F9 
00.000 0A5      8 45 0C B4 47 7B 00 00 71 
00.000 173      8 6A F9 00 0E E0 00 0E 00 
00.000 1C4      7 00 00 00 00 99 20 12    
00.000 0D9      8 5B FD 00 10 00 E0 7F C0 
00.000 1E0      8 8A 03 F1 11 29 11 11 F1 
00.000 302      7 FF F3 FF FF FE FF FF    
00.000 3FB      7 C3 2E 01 10 01 17 FF    
00.000 0D9      8 BC FE 00 10 00 E0 7F C0 
00.000 199      6 FF F3 BF 7E FF BF       
00.000 19A      6 FF F3 A7 7E FF 3F       
00.000 289      8 FF FF FF FF FF 00 EC 01 
00.000 0A5      8 FF 0E B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 9B 20 22    
00.000 1A1      5 7D C2 00 00 8A          
00.000 1C5      7 00 00 00 00 9B 20 22    
00.000 544      8 00 00 00 00 00 00 00 44 
00.000 543      8 00 00 00 00 00 00 00 43 
00.000 302      7 FF F5 FF FF FE FF FF    
00.000 0D9      8 E0 F1 00 10 00 E0 7F C0 
00.000 199      6 FF F5 AB 7E FF BF       
00.000 19A      6 FF F5 A4 7E FF 3F       
00.000 5E3      8 26 88 F5 00 FF FF FF FF 
00.000 257      8 1C 08 FF FF FF FF FF FF 
00.000 0A5      8 A3 01 B4 47 7B 00 00 71 
00.000 1C4      7 00 00 00 00 9D 20 32    
00.000 1A1      5 E0 C3 00 00 8A          
00.000 0F3      8 51 09 00 C0 F0 C4 FF FF 
00.000 302      7 FF F7 FF FF FE FF FF    
00.000 2C5      7 57 C2 00 20 06 20 0A    
00.000 0D9      8 5A F3 00 10 00 E0 7F C0 
00.000 199      6 FF F7 B9 7E FF BF       
00.000 19A      6 FF F7 9F 7E FF 3F       
00.000 19F      6 FF F7 FB 7F 00 20       
00.000 2C4      8 00 00 FF 64 64 64 01 F0 
00.000 0A5      8 19 03 B4 47 7B 00 00 71 
00.000 304      6 F8 FF 31 2E FF FF       
00.000 3FB      7 C3 2F 01 10 01 17 FF    
00.000 1C4      7 00 00 00 00 9F 20 42    
00.000 3F9      8 8E F8 80 6C 3B 43 13 6C 
00.000 163      8 FF FF 07 A5 FF FF FF FF 
00.000 12F      8 93 24 86 1C F1 05 30 02 
00.000 28E      2 FF 7F                   
00.000 130      5 00 F0 FC FF FF          
00.000 0D9      8 89 F5 00 10 00 E0 7F C0 
00.000 199      6 FF F9 C1 7E FF BF       
00.000 0A5      8 CA 05 B4 47 7B 00 00 71 
00.000 0F3      8 B6 0A 00 C0 F0 C4 FF FF 
00.000 38A      2 F9 FF                   
00.000 1C4      7 00 00 00 00 A1 20 52    
00.000 1C5      7 00 00 00 00 A1 20 52    
00.000 1A1      5 89 C5 00 00 8A          
00.000 257      8 41 09 FF FF FF FF FF FF 
00.000 1AE      2 FB FF                   
00.000 302      7 FF FB FF FF FE FF FF    
00.000 0D9      8 33 F7 00 10 00 E0 7F C0 
00.000 199      6 FF FB BA 7E FF BF       
00.000 19A      6 FF FB A9 7E FF 3F       
00.000 19F      6 FF FB 04 80 00 20       
00.000 2BF      3 FF FF FF                
00.000 1A6      8 00 00 00 00 00 00 30 FB 
00.000 0A5      8 70 07 B4 47 7B 00 00 71 
